"","year","month","date","Temp"
"1",2017,4,1,0.887956621166154
"2",2017,4,2,5.00955477621068
"3",2017,4,3,9.90957703695682
"4",2017,4,4,12.6723076780019
"5",2017,4,5,10.0108171663111
"6",2017,4,6,8.11875163771259
"7",2017,4,7,12.4495793934225
"8",2017,4,8,14.6498648713884
"9",2017,4,9,16.0706013533265
"10",2017,4,10,14.5182527032279
"11",2017,4,11,12.1008633923134
"12",2017,4,12,15.342797312302
"13",2017,4,13,16.9918865304503
"14",2017,4,14,10.9141040982163
"15",2017,4,15,14.7027347167179
"16",2017,4,16,11.955752540239
"17",2017,4,17,12.551944413103
"18",2017,4,18,17.7658110748473
"19",2017,4,19,17.7511875006073
"20",2017,4,20,21.1742287631074
"21",2017,4,21,14.6127434906252
"22",2017,4,22,15.1346926019627
"23",2017,4,23,18.0909043791071
"24",2017,4,24,13.9771804563457
"25",2017,4,25,12.7735478073562
"26",2017,4,26,10.68462647168
"27",2017,4,27,12.5710675486476
"28",2017,4,28,16.4069435608479
"29",2017,4,29,16.1223463083298
"30",2017,4,30,20.6297818452467
"32",2017,5,1,12.9389999673483
"33",2017,5,2,14.3220363412335
"34",2017,5,3,15.3428722736966
"35",2017,5,4,12.7024408714602
"36",2017,5,5,14.5752821783253
"37",2017,5,6,16.6758484239706
"38",2017,5,7,18.8667193867186
"39",2017,5,8,20.4460703630006
"40",2017,5,9,22.1490995387925
"41",2017,5,10,20.3273000285505
"42",2017,5,11,16.71511134445
"43",2017,5,12,17.809565252812
"44",2017,5,13,22.0597763947019
"45",2017,5,14,21.4669062954637
"46",2017,5,15,18.9825450021327
"47",2017,5,16,19.0610708430914
"48",2017,5,17,19.3319849943989
"49",2017,5,18,17.142095604663
"50",2017,5,19,17.2471239169453
"51",2017,5,20,17.506259192109
"52",2017,5,21,20.0347912709793
"53",2017,5,22,20.2419031765079
"54",2017,5,23,20.1123355389261
"55",2017,5,24,21.3010204564384
"56",2017,5,25,21.1233557412694
"57",2017,5,26,19.9739337442363
"58",2017,5,27,19.4968892604122
"59",2017,5,28,24.7286734142859
"60",2017,5,29,25.818219457588
"61",2017,5,30,25.8849664224029
"62",2017,5,31,23.2327561440226
"63",2017,6,1,23.2859797213928
"64",2017,6,2,21.3908067756655
"65",2017,6,3,22.868370053661
"66",2017,6,4,21.8574963424916
"67",2017,6,5,21.6155410504655
"68",2017,6,6,20.7260755107399
"69",2017,6,7,22.9320878173974
"70",2017,6,8,25.5634592495384
"71",2017,6,9,26.2230242092963
"72",2017,6,10,25.0933254792672
"73",2017,6,11,19.2459290801605
"74",2017,6,12,19.7909742753651
"75",2017,6,13,17.7201469539321
"76",2017,6,14,19.090939925126
"77",2017,6,15,18.7163828004593
"78",2017,6,16,22.0107633958035
"79",2017,6,17,21.3572257920747
"80",2017,6,18,20.5659200505376
"81",2017,6,19,19.9339087183413
"82",2017,6,20,23.3359206713483
"83",2017,6,21,17.0511104346999
"84",2017,6,22,15.1163291493527
"85",2017,6,23,16.9727548063213
"86",2017,6,24,16.8427361262646
"87",2017,6,25,20.4660381506264
"88",2017,6,26,21.676675661618
"89",2017,6,27,20.7450186296885
"90",2017,6,28,22.7891533744211
"91",2017,6,29,22.567002252205
"92",2017,6,30,18.931645515785
"94",2017,7,1,17.6955429897914
"95",2017,7,2,19.3166349217665
"96",2017,7,3,22.5749195419674
"97",2017,7,4,23.2079334850857
"98",2017,7,5,22.2071443728732
"99",2017,7,6,20.408096713917
"100",2017,7,7,20.3216610750977
"101",2017,7,8,21.6122637998222
"102",2017,7,9,20.3445410971381
"103",2017,7,10,19.9860874185048
"104",2017,7,11,18.2768650312629
"105",2017,7,12,19.9352429250816
"106",2017,7,13,22.4817046373583
"107",2017,7,14,20.2453943349629
"108",2017,7,15,20.8343430504478
"109",2017,7,16,23.512153037401
"110",2017,7,17,23.6714657834602
"111",2017,7,18,21.6004000846901
"112",2017,7,19,21.4122754590244
"113",2017,7,20,21.999529358062
"114",2017,7,21,23.4706300344388
"115",2017,7,22,24.4366754094788
"116",2017,7,23,23.3986003354226
"117",2017,7,24,25.5374586920902
"118",2017,7,25,27.1170276211031
"119",2017,7,26,27.6619111089547
"120",2017,7,27,26.9314452201086
"121",2017,7,28,26.8450095812892
"122",2017,7,29,24.6400533831714
"123",2017,7,30,28.509319332674
"124",2017,7,31,30.1660024100453
"125",2017,8,1,27.6929867515665
"126",2017,8,2,26.7892083193803
"127",2017,8,3,27.2856358967495
"128",2017,8,4,26.5580091855652
"129",2017,8,5,21.5717144467482
"130",2017,8,6,23.5263980326393
"131",2017,8,7,29.8648574025567
"132",2017,8,8,32.5031297693816
"133",2017,8,9,26.0315557466616
"134",2017,8,10,22.1251911610328
"135",2017,8,11,21.0422584216911
"136",2017,8,12,20.7860377365973
"137",2017,8,13,26.5480005650537
"138",2017,8,14,21.021240318617
"139",2017,8,15,20.9551834232413
"140",2017,8,16,25.4210298954616
"141",2017,8,17,25.6081910990262
"142",2017,8,18,21.9160109923429
"143",2017,8,19,23.551419583918
"144",2017,8,20,21.353526519598
"145",2017,8,21,19.5589808618905
"146",2017,8,22,23.4953713090537
"147",2017,8,23,27.5508643403036
"148",2017,8,24,21.2184101426931
"149",2017,8,25,17.7704403764898
"150",2017,8,26,17.8405007200702
"151",2017,8,27,18.3989817446105
"152",2017,8,28,19.7771687890406
"153",2017,8,29,22.547554946617
"154",2017,8,30,18.8894041496728
"155",2017,8,31,19.2427084537279
